,v_in,v_out
3410,23260.0,4245.0
3411,23020.0,4238.0
3412,22787.0,4241.0
3413,23021.0,4241.0
3414,23260.0,4236.0
3415,23504.0,4239.0
3416,23753.0,4241.0
3417,24004.0,4239.0
3418,24263.0,4236.0
3419,24530.0,4221.0
3420,24800.0,4227.0
3421,25074.0,4220.0
3422,25357.0,4211.0
3423,25647.0,4215.0
3424,25938.0,4217.0
3425,26242.0,4218.0
3426,26547.0,4217.0
3427,26866.0,4207.0
3428,27188.0,4201.0
3429,27517.0,4195.0
3430,27855.0,4189.0
3431,28202.0,4179.0
3432,28554.0,4193.0
3433,28924.0,4200.0
3434,29296.0,4192.0
3435,29674.0,4187.0
3436,30070.0,4161.0
3437,30473.0,4136.0
3438,30887.0,4135.0
3439,31315.0,4140.0
3440,31755.0,4129.0
3441,32202.0,4143.0
3442,32669.0,4140.0
3443,33151.0,4114.0
3444,33641.0,4096.0
3445,34141.0,4062.0
3446,34667.0,4030.0
3447,35202.0,3997.0
3448,35755.0,3991.0
3449,36331.0,3967.0
3450,36924.0,3907.0
3451,37524.0,3755.0
3452,38126.0,3496.0
3453,38744.0,3151.0
3454,39384.0,2830.0
3455,40038.0,2492.0
3456,40679.0,2185.0
3457,41331.0,1870.0
3458,41988.0,1528.0
3459,42670.0,1164.0
3460,43330.0,804.0
3461,44129.0,436.0
3462,44845.0,35.0
3463,44995.0,35.0
3464,44996.0,35.0
3465,44994.0,34.0
3466,44935.0,35.0
3467,44933.0,36.0
3468,44936.0,34.0
3469,44933.0,35.0
3470,44933.0,33.0
3471,44934.0,33.0
3472,44933.0,35.0
3473,44934.0,33.0
3474,44933.0,33.0
3475,44931.0,30.0
3476,44935.0,34.0
3477,44934.0,37.0
3478,44935.0,32.0
3479,44935.0,38.0
3480,44937.0,35.0
3481,44933.0,36.0
3482,44932.0,33.0
3483,44934.0,36.0
3484,44935.0,37.0
3485,44478.0,1768.0
3486,43378.0,817.0
3487,42666.0,1176.0
3488,41985.0,1519.0
3489,41332.0,1872.0
3490,40688.0,2182.0
3491,40041.0,2497.0
3492,39380.0,2826.0
3493,38744.0,3149.0
3494,38127.0,3475.0
3495,37520.0,3756.0
3496,36921.0,3895.0
3497,36326.0,3974.0
3498,35756.0,3990.0
3499,35203.0,4010.0
3500,34663.0,4033.0
3501,34137.0,4055.0
3502,33637.0,4089.0
3503,33147.0,4114.0
3504,32673.0,4138.0
3505,32200.0,4138.0
3506,31749.0,4140.0
3507,31315.0,4126.0
3508,30884.0,4134.0
3509,30472.0,4150.0
3510,30070.0,4176.0
3511,29672.0,4187.0
3512,29294.0,4193.0
3513,28921.0,4187.0
3514,28552.0,4175.0
3515,28202.0,4178.0
3516,27853.0,4187.0
3517,27516.0,4198.0
3518,27190.0,4210.0
3519,26868.0,4225.0
3520,26548.0,4234.0
3521,26240.0,4220.0
3522,25937.0,4216.0
3523,25646.0,4211.0
3524,25358.0,4216.0
3525,25077.0,4223.0
3526,24799.0,4226.0
3527,24531.0,4233.0
3528,24264.0,4233.0
3529,24007.0,4232.0
3530,23755.0,4232.0
3531,23507.0,4233.0
3532,23259.0,4237.0
3533,23022.0,4241.0
3534,22786.0,4248.0
3535,23026.0,4247.0
3536,23259.0,4241.0
3537,23505.0,4241.0
3538,23754.0,4238.0
3539,24006.0,4232.0
3540,24265.0,4233.0
3541,24533.0,4226.0
3542,24801.0,4232.0
3543,25080.0,4238.0
3544,25362.0,4227.0
3545,25651.0,4223.0
3546,25937.0,4212.0
3547,26239.0,4204.0
3548,26548.0,4204.0
3549,26866.0,4205.0
3550,27191.0,4198.0
3551,27518.0,4208.0
3552,27858.0,4209.0
3553,28207.0,4198.0
3554,28553.0,4187.0
3555,28919.0,4169.0
3556,29291.0,4172.0
3557,29676.0,4164.0
3558,30072.0,4157.0
3559,30474.0,4176.0
3560,30889.0,4163.0
3561,31318.0,4153.0
3562,31754.0,4141.0
3563,32202.0,4109.0
3564,32666.0,4094.0
3565,33142.0,4080.0
3566,33642.0,4089.0
3567,34144.0,4081.0
3568,34668.0,4070.0
3569,35206.0,4039.0
3570,35759.0,4003.0
3571,36331.0,3944.0
3572,36920.0,3876.0
3573,37515.0,3720.0
3574,38126.0,3466.0
3575,38750.0,3208.0
3576,39389.0,2862.0
3577,40046.0,2541.0
3578,40688.0,2184.0
3579,41339.0,1880.0
3580,42001.0,1556.0
3581,42676.0,1190.0
3582,43341.0,817.0
3583,44144.0,438.0
3584,44829.0,44.0
3585,44994.0,38.0
3586,44996.0,38.0
3587,44997.0,40.0
3588,44998.0,38.0
3589,44947.0,39.0
3590,44948.0,37.0
3591,44949.0,33.0
3592,44951.0,39.0
3593,44949.0,34.0
3594,44949.0,34.0
3595,44946.0,29.0
3596,44949.0,32.0
3597,44948.0,33.0
3598,44949.0,34.0
3599,44947.0,32.0
3600,44949.0,37.0
3601,44946.0,38.0
3602,44951.0,34.0
3603,44949.0,35.0
3604,44949.0,38.0
3605,44950.0,35.0
3606,44948.0,34.0
3607,44945.0,36.0
3608,44947.0,37.0
3609,43589.0,775.0
3610,43429.0,805.0
3611,42675.0,1181.0
3612,42004.0,1556.0
3613,42589.0,10887.0
3614,41807.0,10961.0
3615,41055.0,11073.0
3616,40335.0,11164.0
3617,39644.0,11235.0
3618,38962.0,11242.0
3619,38292.0,11250.0
3620,37650.0,11214.0
3621,37040.0,11252.0
3622,36449.0,11277.0
3623,35870.0,11334.0
3624,35308.0,11381.0
3625,34767.0,11412.0
3626,34254.0,11387.0
3627,33737.0,11371.0
3628,33235.0,11366.0
3629,32750.0,11374.0
3630,32290.0,11406.0
3631,31846.0,11475.0
3632,31406.0,11480.0
3633,30969.0,11485.0
3634,30553.0,11483.0
3635,30147.0,11438.0
3636,29750.0,11443.0
3637,29364.0,11455.0
3638,28985.0,11474.0
3639,28623.0,11508.0
3640,28272.0,11529.0
3641,27928.0,11524.0
3642,27582.0,11506.0
3643,27242.0,11491.0
3644,26921.0,11501.0
3645,26607.0,11514.0
3646,26298.0,11535.0
3647,25993.0,11551.0
3648,25700.0,11554.0
3649,25410.0,11545.0
3650,25128.0,11554.0
3651,24848.0,11546.0
3652,24579.0,11545.0
3653,24304.0,11562.0
3654,24054.0,11573.0
3655,23802.0,11579.0
3656,23550.0,11581.0
3657,23302.0,11581.0
3658,23057.0,11576.0
3659,23303.0,11573.0
3660,23548.0,11568.0
3661,23801.0,11565.0
3662,24053.0,11568.0
3663,24310.0,11571.0
3664,24576.0,11561.0
3665,24849.0,11562.0
3666,25129.0,11544.0
3667,25444.0,12330.0
3668,25734.0,12334.0
3669,26028.0,12329.0
3670,26338.0,12333.0
3671,26648.0,12349.0
3672,26966.0,12360.0
3673,27286.0,12330.0
3674,27622.0,12313.0
3675,27970.0,12297.0
3676,28317.0,12282.0
3677,28671.0,12285.0
3678,29037.0,12276.0
3679,29415.0,12294.0
3680,29805.0,12308.0
3681,30207.0,12306.0
3682,30606.0,12275.0
3683,31018.0,12230.0
3684,31451.0,12193.0
3685,31895.0,12207.0
3686,32353.0,12213.0
3687,32823.0,12222.0
3688,33301.0,12243.0
3689,33798.0,12233.0
3690,34313.0,12201.0
3691,34841.0,12153.0
3692,35377.0,12116.0
3693,35926.0,12079.0
3694,36508.0,12082.0
3695,37118.0,12088.0
3696,37749.0,12116.0
3697,38390.0,12102.0
3698,39037.0,12055.0
3699,39712.0,11980.0
3700,40414.0,11892.0
3701,41153.0,11822.0
3702,41907.0,11783.0
3703,42677.0,11767.0
3704,43485.0,11707.0
3705,44325.0,11613.0
3706,45191.0,11422.0
3707,46070.0,10988.0
3708,46912.0,10162.0
3709,47744.0,9151.0
3710,48606.0,8124.0
3711,49504.0,7083.0
3712,50419.0,6001.0
3713,51356.0,4932.0
3714,52310.0,3765.0
3715,53302.0,2651.0
3716,54097.0,1591.0
3717,54975.0,677.0
3718,55432.0,40.0
3719,55605.0,41.0
3720,55377.0,41.0
3721,55376.0,43.0
3722,55375.0,44.0
3723,55158.0,231.0
3724,54065.0,1530.0
3725,53267.0,2474.0
3726,52291.0,3646.0
3727,51332.0,4780.0
3728,50406.0,5947.0
3729,49492.0,7052.0
3730,48606.0,8111.0
3731,47741.0,9136.0
3732,46902.0,10077.0
3733,46050.0,10853.0
3734,45160.0,11289.0
3735,44303.0,11529.0
3736,43483.0,11690.0
3737,42691.0,11814.0
3738,41917.0,11875.0
3739,41157.0,11927.0
3740,40411.0,11903.0
3741,39704.0,11907.0
3742,39029.0,11949.0
3743,38379.0,12031.0
3744,37744.0,12125.0
3745,37123.0,12152.0
3746,36521.0,12144.0
3747,35936.0,12118.0
3748,35378.0,12097.0
3749,34836.0,12113.0
3750,34303.0,12152.0
3751,33794.0,12204.0
3752,33302.0,12242.0
3753,32824.0,12258.0
3754,32358.0,12251.0
3755,31896.0,12222.0
3756,31450.0,12205.0
3757,31015.0,12222.0
3758,30604.0,12249.0
3759,30205.0,12292.0
3760,29802.0,12315.0
3761,29415.0,12310.0
3762,29038.0,12287.0
3763,28669.0,12285.0
3764,28316.0,12271.0
3765,27969.0,12304.0
3766,27620.0,12315.0
3767,27287.0,12339.0
3768,26966.0,12347.0
3769,26649.0,12350.0
3770,26336.0,12335.0
3771,26027.0,12325.0
3772,25732.0,12325.0
3773,25440.0,12343.0
3774,25166.0,12362.0
3775,24891.0,12416.0
3776,24615.0,12431.0
3777,24344.0,12410.0
3778,24085.0,12419.0
3779,23831.0,12420.0
3780,23580.0,12422.0
3781,23335.0,12428.0
3782,23092.0,12434.0
3783,23331.0,12436.0
3784,23579.0,12434.0
3785,23833.0,12429.0
3786,24092.0,12426.0
3787,24345.0,12415.0
3788,24612.0,12409.0
3789,24883.0,12402.0
3790,25169.0,12409.0
3791,25450.0,12411.0
3792,25742.0,12418.0
3793,26032.0,12404.0
3794,26333.0,12382.0
3795,26645.0,12361.0
3796,26969.0,12349.0
3797,27293.0,12349.0
3798,27624.0,12363.0
3799,27968.0,12370.0
3800,28319.0,12380.0
3801,28677.0,12371.0
3802,29047.0,12339.0
3803,29414.0,12316.0
3804,29796.0,12289.0
3805,30196.0,12290.0
3806,30603.0,12301.0
3807,31030.0,12315.0
3808,31462.0,12325.0
3809,31904.0,12327.0
3810,32352.0,12288.0
3811,32819.0,12235.0
3812,33303.0,12199.0
3813,33803.0,12189.0
3814,34307.0,12204.0
3815,34835.0,12214.0
3816,35381.0,12232.0
3817,35946.0,12225.0
3818,36534.0,12186.0
3819,37136.0,12123.0
3820,37736.0,12076.0
3821,38366.0,12018.0
3822,39027.0,12000.0
3823,39722.0,11988.0
3824,40439.0,12006.0
3825,41167.0,12010.0
3826,41916.0,11945.0
3827,42690.0,11834.0
3828,43497.0,11696.0
3829,44222.0,10567.0
3830,45066.0,10317.0
3831,45904.0,9803.0
3832,46730.0,8969.0
3833,47577.0,8044.0
3834,48438.0,7036.0
3835,49321.0,6037.0
3836,50220.0,4976.0
3837,51154.0,3920.0
3838,52109.0,2845.0
3839,52970.0,1902.0
3840,53789.0,988.0
3841,54557.0,99.0
3842,54785.0,40.0
3843,54668.0,39.0
3844,54670.0,39.0
3845,54669.0,41.0
3846,54671.0,40.0
3847,54668.0,41.0
3848,53876.0,1180.0
3849,52972.0,1902.0
3850,52121.0,2878.0
3851,51163.0,3929.0
3852,50222.0,4984.0
3853,49305.0,5991.0
3854,48407.0,6980.0
3855,47564.0,7991.0
3856,46736.0,8948.0
3857,45920.0,9868.0
3858,45072.0,10429.0
3859,44212.0,10673.0
3860,43389.0,10769.0
3861,42586.0,10841.0
3862,41812.0,10926.0
3863,41057.0,11057.0
3864,40324.0,11143.0
3865,39628.0,11182.0
3866,38956.0,11202.0
3867,38300.0,11205.0
3868,37653.0,11191.0
3869,37034.0,11206.0
3870,36433.0,11240.0
3871,35862.0,11283.0
3872,35311.0,11343.0
3873,34770.0,11370.0
3874,34242.0,11359.0
3875,33725.0,11333.0
3876,33227.0,11312.0
3877,32754.0,11333.0
3878,32290.0,11370.0
3879,31833.0,11412.0
3880,31397.0,11446.0
3881,30961.0,11439.0
3882,30553.0,11431.0
3883,30146.0,11417.0
3884,29743.0,11409.0
3885,29358.0,11429.0
3886,28979.0,11447.0
3887,28622.0,11471.0
3888,28270.0,11495.0
3889,27922.0,11495.0
3890,27576.0,11478.0
3891,27239.0,11462.0
3892,26921.0,11466.0
3893,26603.0,11486.0
3894,26295.0,11502.0
3895,25990.0,11518.0
3896,25696.0,11517.0
3897,25404.0,11513.0
3898,25125.0,11506.0
3899,24844.0,11510.0
3900,24573.0,11514.0
3901,24303.0,11524.0
3902,24049.0,11529.0
3903,23795.0,11541.0
3904,23546.0,11542.0
3905,23300.0,11546.0
3906,23054.0,11543.0
3907,23297.0,11534.0
3908,23543.0,11529.0
3909,23799.0,11536.0
3910,24052.0,11537.0
3911,24307.0,11538.0
3912,24573.0,11530.0
3913,24845.0,11519.0
3914,25127.0,11508.0
3915,25409.0,11504.0
3916,25697.0,11491.0
3917,25984.0,11490.0
3918,26290.0,11492.0
3919,26605.0,11501.0
3920,26927.0,11508.0
3921,27244.0,11491.0
3922,27573.0,11477.0
3923,27912.0,11449.0
3924,28262.0,11437.0
3925,28621.0,11433.0
3926,28985.0,11447.0
3927,29362.0,11465.0
3928,29741.0,11472.0
3929,30143.0,11454.0
3930,30554.0,11435.0
3931,30963.0,11402.0
3932,31392.0,11375.0
3933,31826.0,11358.0
3934,32282.0,11372.0
3935,32759.0,11382.0
3936,33242.0,11400.0
3937,33737.0,11392.0
3938,34759.0,11298.0
3939,35302.0,11261.0
3940,36438.0,11246.0
3941,37037.0,11255.0
3942,37653.0,11265.0
3943,38300.0,11243.0
3944,38964.0,11196.0
3945,39631.0,11134.0
3946,40322.0,11062.0
3947,41048.0,10983.0
3948,41807.0,10913.0
3949,42594.0,10876.0
3950,43400.0,10824.0
3951,44229.0,10699.0
3952,45072.0,10408.0
3953,45912.0,9790.0
3954,46729.0,8871.0
3955,47563.0,7917.0
3956,48414.0,6975.0
3957,49298.0,5992.0
3958,50210.0,4986.0
3959,51150.0,3932.0
3960,52109.0,2836.0
3961,52952.0,1869.0
3962,53760.0,929.0
3963,54527.0,85.0
3964,54569.0,39.0
3965,54569.0,37.0
3966,54567.0,37.0
3967,54566.0,40.0
3968,54566.0,39.0
3969,54566.0,42.0
3970,54014.0,665.0
3971,52951.0,1856.0
3972,52104.0,2814.0
3973,51145.0,3906.0
3974,50216.0,4976.0
3975,49316.0,6020.0
3976,48429.0,7039.0
3977,47561.0,7992.0
3978,46716.0,8893.0
3979,45901.0,9716.0
3980,43388.0,10831.0
3981,42590.0,10956.0
3982,41824.0,11014.0
3983,41071.0,11039.0
3984,40327.0,11057.0
3985,39614.0,11080.0
3986,38936.0,11128.0
3987,38291.0,11197.0
3988,37661.0,11273.0
3989,37047.0,11312.0
3990,36442.0,11306.0
3991,35860.0,11266.0
3992,35300.0,11267.0
3993,34765.0,11272.0
3994,34234.0,11327.0
3995,33727.0,11359.0
3996,33235.0,11389.0
3997,32763.0,11416.0
3998,32295.0,11407.0
3999,31836.0,11403.0
4000,31388.0,11380.0
4001,30956.0,11382.0
4002,30549.0,11417.0
4003,30150.0,11462.0
4004,29362.0,11463.0
4005,28985.0,11453.0
4006,28617.0,11448.0
4007,28265.0,11447.0
4008,27912.0,11459.0
4009,27571.0,11479.0
4010,27242.0,11539.0
4011,26924.0,11512.0
4012,26607.0,11512.0
4013,26296.0,11501.0
4014,25983.0,11483.0
4015,25691.0,11494.0
4016,25405.0,11513.0
4017,25127.0,11521.0
4018,24845.0,11533.0
4019,24569.0,11509.0
4020,24302.0,11524.0
4021,24048.0,11530.0
4022,23798.0,11525.0
4023,23542.0,11532.0
4024,23297.0,11536.0
4025,23052.0,11542.0
4026,23301.0,11537.0
4027,23546.0,11531.0
4028,23793.0,11537.0
4029,24048.0,11524.0
4030,24301.0,11512.0
4031,24844.0,11514.0
4032,25405.0,11521.0
4033,25696.0,11518.0
4034,25988.0,11516.0
4035,26296.0,11493.0
4036,26605.0,11480.0
4037,26914.0,11467.0
4038,27238.0,11468.0
4039,27211.0,4836.0
4040,27541.0,4848.0
4041,27884.0,4850.0
4042,28230.0,4832.0
4043,28950.0,4802.0
4044,29321.0,4794.0
4045,29706.0,4799.0
4046,30099.0,4801.0
4047,30508.0,4807.0
4048,30923.0,4799.0
4049,31351.0,4792.0
4050,31793.0,4769.0
4051,32239.0,4747.0
4052,32704.0,4722.0
4053,33184.0,4722.0
4054,33683.0,4719.0
4055,34191.0,4719.0
4056,34713.0,4716.0
4057,35248.0,4693.0
4058,35812.0,4655.0
4059,36384.0,4601.0
4060,36982.0,4551.0
4061,37584.0,4485.0
4062,38216.0,4422.0
4063,38854.0,4275.0
4064,39506.0,3969.0
4065,40151.0,3523.0
4066,40844.0,3161.0
4067,41536.0,2716.0
4068,42224.0,2276.0
4069,42909.0,1936.0
4070,43600.0,1528.0
4071,44328.0,1168.0
4072,45071.0,690.0
4073,45851.0,229.0
4074,46177.0,35.0
4075,46313.0,38.0
4076,46312.0,39.0
4077,46314.0,33.0
4078,46313.0,37.0
4079,46266.0,36.0
4080,46266.0,36.0
4081,46268.0,35.0
4082,46266.0,38.0
4083,46266.0,31.0
4084,46267.0,32.0
4085,46266.0,32.0
4086,46268.0,33.0
4087,46266.0,34.0
4088,46267.0,35.0
4089,46269.0,33.0
4090,46267.0,35.0
4091,46354.0,37.0
4092,46356.0,36.0
4093,46356.0,38.0
4094,46356.0,38.0
4095,46346.0,395.0
4096,45034.0,742.0
4097,44326.0,1156.0
4098,43606.0,1559.0
4099,42915.0,1949.0
4100,42248.0,2328.0
4101,41541.0,2734.0
4102,40837.0,3155.0
4103,40157.0,3557.0
4104,39499.0,3933.0
4105,38848.0,4262.0
4106,38218.0,4428.0
4107,37591.0,4510.0
4108,36981.0,4552.0
4109,36378.0,4593.0
4110,35804.0,4645.0
4111,35249.0,4681.0
4112,34714.0,4718.0
4113,34192.0,4736.0
4114,33683.0,4740.0
4115,33182.0,4725.0
4116,32711.0,4725.0
4117,32243.0,4744.0
4118,31794.0,4766.0
4119,31354.0,4789.0
4120,30924.0,4811.0
4121,30505.0,4808.0
4122,30103.0,4796.0
4123,29708.0,4797.0
4124,29326.0,4798.0
4125,28949.0,4807.0
4126,28582.0,4814.0
4127,28234.0,4836.0
4128,27889.0,4837.0
4129,27544.0,4841.0
4130,27215.0,4837.0
4131,26896.0,4828.0
4132,26262.0,4838.0
4133,25963.0,4856.0
4134,25677.0,4863.0
4135,25384.0,4861.0
4136,24822.0,4858.0
4137,24288.0,4865.0
4138,24029.0,4871.0
4139,23522.0,4874.0
4140,23282.0,4877.0
4141,23043.0,4877.0
4142,22803.0,4872.0
4143,23044.0,4878.0
4144,23282.0,4870.0
4145,23523.0,4875.0
4146,23774.0,4874.0
4147,24030.0,4878.0
4148,24287.0,4874.0
4149,24554.0,4869.0
4150,24824.0,4863.0
4151,25099.0,4854.0
4152,25383.0,4848.0
4153,25674.0,4853.0
4154,25963.0,4864.0
4155,26263.0,4858.0
4156,26574.0,4856.0
4157,27216.0,4834.0
4158,27545.0,4822.0
4159,28231.0,4821.0
4160,28584.0,4820.0
4161,28953.0,4821.0
4162,29329.0,4824.0
4163,29712.0,4817.0
4164,30103.0,4797.0
4165,30922.0,4768.0
4166,31791.0,4770.0
4167,32248.0,4772.0
4168,32715.0,4774.0
4169,33190.0,4754.0
4170,33686.0,4730.0
4171,34193.0,4688.0
4172,34716.0,4667.0
4173,35255.0,4648.0
4174,35811.0,4642.0
4175,36988.0,4601.0
4176,38221.0,4417.0
4177,38853.0,4198.0
4178,39498.0,3855.0
4179,40150.0,3490.0
4180,40837.0,3114.0
4181,42244.0,2339.0
4182,42913.0,1945.0
4183,43602.0,1525.0
4184,44310.0,1111.0
4185,45069.0,684.0
4186,45839.0,247.0
4187,46211.0,37.0
4188,46212.0,38.0
4189,46470.0,36.0
4190,46605.0,37.0
4191,46606.0,36.0
4192,46606.0,34.0
4193,46555.0,34.0
4194,46555.0,36.0
4195,46555.0,37.0
4196,46557.0,32.0
4197,46555.0,32.0
4198,46557.0,30.0
4199,46555.0,34.0
4200,46557.0,35.0
4201,46554.0,36.0
4202,46554.0,36.0
4203,46554.0,41.0
4204,46554.0,37.0
4205,46540.0,772.0
4206,45121.0,866.0
4207,44381.0,1299.0
4208,43648.0,1678.0
4209,42960.0,2084.0
4210,42291.0,2566.0
4211,41573.0,2939.0
4212,40871.0,3358.0
4213,40186.0,3683.0
4214,38870.0,4406.0
4215,38236.0,4553.0
4216,37602.0,4641.0
4217,37001.0,4710.0
4218,36404.0,4758.0
4219,35822.0,4762.0
4220,34723.0,4767.0
4221,34201.0,4788.0
4222,33695.0,4823.0
4223,33199.0,4861.0
4224,32251.0,4877.0
4225,31801.0,4877.0
4226,30933.0,4869.0
4227,30515.0,4884.0
4228,30106.0,4903.0
4229,29337.0,4924.0
4230,28965.0,4929.0
4231,27893.0,4914.0
4232,27552.0,4925.0
4233,27241.0,5233.0
4234,26924.0,5241.0
4235,26599.0,5251.0
4236,26286.0,5247.0
4237,25983.0,5241.0
4238,25696.0,5242.0
4239,25407.0,5249.0
4240,25120.0,5246.0
4241,24840.0,5267.0
4242,24572.0,5257.0
4243,24306.0,5266.0
4244,24048.0,5268.0
4245,23794.0,5268.0
4246,23545.0,5262.0
4247,23301.0,5265.0
4248,23055.0,5273.0
4249,22826.0,5272.0
4250,23056.0,5279.0
4251,23302.0,5270.0
4252,23548.0,5262.0
4253,23790.0,5260.0
4254,24047.0,5253.0
4255,24305.0,5256.0
4256,24574.0,5258.0
4257,24841.0,5256.0
4258,25120.0,5260.0
4259,25404.0,5253.0
4260,25696.0,5254.0
4261,25989.0,5236.0
4262,26286.0,5235.0
4263,26596.0,5224.0
4264,26918.0,5223.0
4265,27240.0,5228.0
4266,27574.0,5242.0
4267,27913.0,5245.0
4268,28261.0,5230.0
4269,28609.0,5217.0
4270,29355.0,5190.0
4271,30135.0,5202.0
4272,30541.0,5204.0
4273,30957.0,5208.0
4274,31829.0,5158.0
4275,32280.0,5152.0
4276,32746.0,5130.0
4277,33223.0,5112.0
4278,33720.0,5118.0
4279,34230.0,5117.0
4280,34763.0,5118.0
4281,35300.0,5097.0
4282,35854.0,5055.0
4283,36436.0,5020.0
4284,37028.0,4945.0
4285,37639.0,4920.0
4286,38275.0,4856.0
4287,38915.0,4764.0
4288,39574.0,4530.0
4289,40241.0,4159.0
4290,40921.0,3739.0
4291,41625.0,3302.0
4292,42338.0,2837.0
4293,43760.0,1999.0
4294,44477.0,1575.0
4295,45983.0,629.0
4296,46775.0,148.0
4297,46958.0,36.0
4298,47129.0,39.0
4299,47049.0,37.0
4300,47049.0,36.0
4301,47047.0,35.0
4302,47051.0,36.0
4303,47049.0,36.0
4304,47048.0,37.0
4305,47051.0,34.0
4306,47049.0,35.0
4307,47050.0,37.0
4308,47050.0,39.0
4309,47052.0,37.0
4310,47050.0,33.0
4311,47051.0,39.0
4312,47051.0,37.0
4313,47050.0,38.0
4314,47051.0,37.0
4315,47049.0,37.0
4316,45949.0,643.0
4317,45205.0,1113.0
4318,44484.0,1571.0
4319,43765.0,2001.0
4320,42337.0,2832.0
4321,41621.0,3280.0
4322,40921.0,3720.0
4323,40238.0,4141.0
4324,38918.0,4780.0
4325,37639.0,4927.0
4326,37028.0,4948.0
4327,35850.0,5046.0
4328,35293.0,5084.0
4329,34758.0,5110.0
4330,34232.0,5129.0
